Rank,Pollster,Pollster Rating ID,Polls Analyzed,NCPP/AAPOR/Roper,Banned by 538,Predictive Plus-Minus,538 Grade,Mean-Reverted Bias,Races Called Correctly,Misses Outside MOE,Simple Average Error,Simple Expected Error,Simple Plus-Minus,Advanced Plus-Minus,Mean-Reverted Advanced Plus Minus,# of Polls for Bias Analysis,Bias,House Effect,Average Distance from Polling Average (ADPA),Herding Penalty
423,Gonzales Research & Marketing Strategies Inc.,121,10,no,no,0.867525417,B/C,-0.636303902,0.8,0.4,6.542662811,5.828944143,0.718573009,1.736580698,0.406452355,9,-2.770167033,-2.362963217,3,0.206078288
424,J.L. Partners,619,2,no,no,0.872169617,B/C,0.754702377,1,0.5,7.547023773,4.345387894,3.20649022,3.177696166,0.317769617,2,7.547023773,3.801195518,5.355769084,0
425,The Justice Collaborative Institute,630,2,no,no,0.87432044,B/C,0.667130089,1,0.5,6.671300888,4.424407475,2.251747754,3.15667528,0.315667528,2,6.671300888,3.560256513,3.925000191,0.042529125
426,Opinium,559,2,no,no,0.878778124,B/C,0.723821068,1,1,7.238210678,4.247716871,2.995348148,3.243781239,0.324378124,2,7.238210678,3.032210157,4.192044517,0
427,Cole Hargrave Snodgrass & Associates,56,5,no,no,0.885123853,B/C,0.094581277,0.6,0.4,8.114476395,7.037999478,1.081331257,2.042515185,0.329102826,3,3.437128703,-2.175925926,3.664833298,0.410673937
428,Global Strategy Group,118,25,no,no,0.891952785,B/C,1.766649007,0.68,0.24,6.418126984,5.722952759,0.700028565,1.542128447,0.620469709,25,4.390866547,5.018593838,5.598565603,0.090371876
429,Global Marketing Research Services,621,1,no,no,0.899921489,B/C,0.502474935,1,1,9.547023773,3.866799731,5.685078383,5.614508297,0.295500437,1,9.547023773,5.781827824,5.322916508,0
430,Colby College,593,6,no,no,0.9025426,B/C,1.986114343,0.666666667,0.5,8.309026718,5.052475338,3.261405721,2.026170402,0.5065426,6,7.944457372,4.139999453,,0
431,East Tennessee State University,456,2,no,no,0.90420826,B/C,0.867704763,0.75,1,9.89689064,5.43165328,4.4700917,3.841397235,0.336792514,2,9.89689064,3.928571701,,0
432,Marketing Research Institute,192,9,no,no,0.911165561,B/C,-0.385034517,0.333333333,0.888888889,9.837779363,5.169169549,4.673464155,3.044796647,0.38452803,9,-3.048807144,-3.937036867,5.674016282,0
433,Concord Public Opinion Partners,553,1,no,no,0.912846319,B/C,,1,1,13.40760422,7.717027787,5.695430772,4.900087909,0.257899364,0,,,6,0.95999215
434,Brandwatch Qriously,610,3,no,no,0.920225674,B/C,0.93528911,1,1,6.547023773,3.475205865,3.076672248,2.877579719,0.411082817,3,6.547023773,2.809999864,2.75674357,0
435,Victory Enterprises,525,1,no,no,0.923962044,B/C,-0.522816604,0,1,17.3401947,6.20834608,11.13670296,9.810797011,0.295801037,1,-17.3401947,,,0
436,St. Cloud State University,312,16,no,no,0.940195956,B/C,1.472712293,0.75,0.375,6.441546679,5.312041367,1.134359652,1.789390161,0.683646867,15,3.870546468,3.325277775,7.670301349,0
437,Bainbridge Media Group,656,1,no,no,0.953342212,B/C,0.481260971,1,1,21.17589569,5.680453381,15.50029665,13.96330905,0.317341744,1,21.17589569,,,0
438,Rutgers University,295,16,yes,no,0.953960878,B/C,0.282058414,0.875,0.3125,6.795642376,5.144511005,1.655985712,3.130868876,1.106892537,16,0.79780817,1.493687474,6.034197046,0
439,Schapiro Group,300,2,no,no,0.962648202,B/C,,0.5,0.5,21.48976994,9.675805041,11.81881924,7.251762678,0.322294417,0,,,6.5,0.613951734
440,SSRS,297,30,yes,no,0.96588841,C,2.694829191,0.6,0.4,6.16478583,4.984997056,1.184643115,1.863049711,1.123276921,28,4.642478398,2.718055418,4.347021633,0.012929012
441,Western Kentucky University,379,4,no,no,0.974683487,B/C,0.903962732,0.75,0.75,10.91082144,5.938117374,4.977558405,2.718245995,0.381939676,3,8.363541921,-1.080555333,2,0.577340995
442,Loras College,171,18,no,no,0.982628173,B/C,1.541755723,0.722222222,0.333333333,8.122161971,6.299331037,1.827685275,1.286758283,0.537572326,14,4.378634317,-0.587407734,2.882841097,0.541499614
443,Millersville University,210,5,no,no,0.9843617,B/C,-0.627234545,0.8,0.8,14.15688896,4.994529714,9.167213588,6.420218182,0.388215544,5,-10.3730587,-6.093433317,5.85599608,0
444,DCCC Targeting and Analytics Department,68,5,no,no,0.984907966,B/C,2.043319386,0.4,0.6,9.703327179,5.952459379,3.755722141,2.59892487,0.547279657,5,9.703327179,,,0
445,Massie & Associates,199,2,no,no,0.996878329,B/C,-0.527841961,0,1,23.9766922,6.365549455,17.61599709,16.35836057,0.360125953,2,-23.9766922,,,0
446,SurveyMonkey,324,268,no,no,1.002814179,C,4.742322851,0.878731343,0.555970149,6.601033204,4.268804066,2.337083479,1.063557405,0.982757818,255,5.149043274,1.829138998,5.077808012,0
447,Hampton University,131,4,no,no,1.006372546,B/C,-0.808419935,0.5,0.5,7.510197639,4.543193627,2.971858353,3.527894687,0.494343822,4,-5.769305229,-6.759859941,5.482901717,0
448,Roanoke College,292,18,yes,no,1.009202179,B/C,0.606797511,0.805555556,0.5,7.77646976,5.66046995,2.120854151,2.673718986,1.083270906,15,1.709164937,1.265536239,4.722550611,0.24254808
449,Greg Smith & Associates,128,5,no,no,1.019313759,B/C,0.938519078,0.4,0.4,10.13129425,5.560755312,4.575393279,4.48393272,0.415372044,5,10.13129425,6.333333333,6.40062433,0.450851955
450,Marketing Resource Group (MRG),193,10,no,no,1.023836541,B/C,0.320710176,0.3,0.7,9.837563133,7.206219529,2.636197945,1.790222789,0.490598444,6,1.696808497,1.590694447,5.616928727,0.593438304
451,University of Iowa,353,3,no,no,1.039961017,B/C,-0.319347597,0.666666667,0.666666667,17.28665034,7.418992296,9.872512385,6.978442571,0.447709894,1,-6.610149384,-2.789999199,13.14096253,0
452,BWD Global,527,2,no,no,1.045711408,B/C,-0.140471149,1,0.5,13.50125408,7.134482253,6.37162617,6.392500186,0.462036946,1,-4.35376358,-5.299999237,,0
453,Citizen Data,616,12,no,no,1.070771183,B/C,2.816564369,0.583333333,0.666666667,7.041410923,4.649526208,2.396739056,2.041598892,0.816639557,12,7.041410923,2.810882241,4.093776961,0.041329065
454,DeSales University,474,1,no,no,1.072521106,B/C,0.750908701,1,1,14.26726532,6.152374147,8.119745513,8.893901012,0.468100053,1,14.26726532,10.80000305,10.80000305,0
455,Hamilton Campaigns,130,13,no,no,1.074199609,B/C,1.392617616,0.576923077,0.307692308,6.684710283,5.632225339,1.057339284,2.362834758,0.636419269,13,5.170373476,4.036442287,4.273163888,0.230964741
456,Kiaer Research,585,2,no,no,1.076595227,B/C,1.061572075,1,1,10.61572075,4.645587263,5.974987826,5.221952266,0.522195227,2,10.61572075,5.807156682,5.968028862,0
457,Craciun Research Group,61,1,no,no,1.095235298,B/C,0.747357283,0,1,18.73064041,5.116279744,13.61921501,11.9640838,0.477369965,1,18.73064041,11.25,,0
458,Bluegrass Community and Technical College,632,2,no,no,1.107975009,B/C,1.093443298,1,0.5,10.93443298,6.002379782,4.936907542,2.397572187,0.239757219,2,10.93443298,0.624998569,2.600000381,3.138177906
459,MRG Research,207,24,no,no,1.111869171,B/C,-3.083955272,0.833333333,0.583333333,8.943052133,5.406854431,3.541052042,2.142434699,0.891079962,23,-7.625354103,-3.234717324,10.26022213,0
460,RABA Research,269,5,no,no,1.118400651,B/C,1.538555045,0.6,0.6,7.823005676,5.342880412,2.484979605,2.707927366,0.535198547,4,8.841274261,3.508910305,3.485033577,0.667428085
461,Marketing Workshop,194,8,no,no,1.120280664,B/C,0.344877206,0.5,0.625,10.6016674,5.265524351,5.340997393,4.076829416,0.404658505,8,3.47454834,2.008333333,2.641043185,1.616378813
462,Momentum Analysis,214,3,no,no,1.124544348,B/C,0.367014541,0.333333333,1,13.65023549,6.144355786,7.510734048,8.303939791,0.532226868,3,5.726254781,3.222222222,,0
463,Critical Insights,64,19,no,no,1.127866787,B/C,-0.069108384,0.894736842,0.368421053,8.086197903,5.75166899,2.339383253,2.428235982,0.827912241,17,-0.221278359,-2.4431373,11.4138076,0
464,Research America Inc.,282,3,no,no,1.131631475,B/C,0.084772334,1,0.333333333,14.39089012,7.971116108,6.424628354,5.105762863,0.594612216,1,1.690124512,-1.599999746,11.87755075,0
465,Targoz Market Research,454,15,no,no,1.132667759,B/C,2.572473292,0.866666667,0.466666667,6.581652578,4.808807803,1.777699115,2.123533919,0.940228691,15,5.810005951,3.446805543,4.831862287,0
466,TargetPoint,331,2,no,no,1.159604212,B/C,,1,1,18.27473927,9.77160887,8.507984736,7.56646689,0.580640189,0,,,,0
467,Meredith College,423,4,no,no,1.182520947,B/C,1.246890113,0.25,0.75,11.6300025,6.147694892,5.487161947,3.873278725,0.704232495,3,8.728230794,4.36194964,4.653705166,0.056586481
468,Swayable,543,89,yes,no,1.199980088,C,4.067885776,0.887640449,0.247191011,7.246318367,5.430232731,1.820939977,1.364709461,1.135132168,68,5.14467907,0.800375722,4.977010539,0.162098061
469,Glascock Group,116,2,no,no,1.223155397,B/C,0.254732721,0.5,1,15.05851078,5.365966487,9.697398634,9.452966017,0.633977655,2,3.79820919,20,20,0
470,Brigham Young University,34,4,yes,no,1.23311491,B/C,2.066664529,0.75,0.75,16.44090176,7.147380329,9.298375768,10.34488408,1.300379097,4,16.44090176,16.47500038,,0
471,Elucd,549,4,no,no,1.267003518,B/C,,0.5,0.75,12.94745445,7.55719598,5.395112813,4.358326424,0.792422986,0,,,3.682365113,0.036192924
472,Dane & Associates,71,2,no,no,1.292292976,B/C,-0.946832276,0.5,1,21.30413246,5.17688351,16.13210329,14.54617687,0.646484422,2,-21.30413246,-10.60000038,3.200000763,0.736686376
473,GOP Calls,654,2,no,no,1.299843742,B/C,-1.073954814,1,1,21.04491901,6.007385155,15.0423882,13.59419951,0.693733058,2,-21.04491901,,,0
474,Carroll Strategies,450,5,no,no,1.310058902,C/D,-1.913723873,0.8,0.6,9.879275894,5.402969768,4.481160466,3.49079968,0.676206106,5,-9.879275894,-1.651001485,4.512893403,0.921019478
475,CPEC,38,2,no,no,1.35510082,C/D,,1,1,16.00404167,7.828429101,8.180466911,10.11403187,0.776136797,0,,,11.18820155,0
476,Riggs Research Services,289,1,no,no,1.364124598,C/D,0.881171981,0,1,33.65322876,5.596142206,28.06194089,27.94753387,0.731774771,1,33.65322876,29,29,0
477,Mitchell Research & Communications,213,72,no,no,1.367857728,C-,1.271506103,0.694444444,0.416666667,7.146039036,5.79324183,1.357651546,1.731604513,1.274354956,47,1.931463769,-0.132885837,4.792055582,0.032326895
478,TP Research,452,2,no,no,1.371119784,C/D,-1.3636873,0,1,15.55398178,6.016545535,9.542290586,8.794038225,0.771012748,2,-15.55398178,-8.315000534,7.100002289,0.372871196
479,Saint Leo University,299,6,no,no,1.426303346,C/D,1.750224951,0.333333333,0.666666667,8.502264023,5.077131027,3.429987337,4.7785577,0.983685157,6,8.502264023,6.535661429,7.921835014,0
480,Target Insyght,330,6,no,no,1.442224482,C/D,-0.626470815,0.75,0.333333333,10.3523461,6.724533607,3.632666836,4.523027405,1.020477301,4,-3.897408485,-3.664907135,8.810208109,0
481,Point Blank Political,550,6,no,no,1.48861359,C/D,,0.833333333,0.833333333,10.66819604,7.981234875,2.691815508,4.37045436,1.09261359,0,,,9.375758475,0
482,Brown University,35,12,yes,no,1.511510388,C/D,-0.299986079,0.833333333,0.666666667,11.42948103,7.06377932,4.370556051,6.056145335,1.55580452,7,-2.211815698,-0.175000509,5.067988685,0.281432336
483,McLaughlin & Associates,203,27,no,no,1.556690446,C/D,-1.594512296,0.685185185,0.37037037,7.301642524,5.342332225,1.964164639,3.022415902,1.37822902,27,-3.496718795,-4.563259908,5.927640924,0
484,University of Wyoming,667,3,no,no,1.639473691,C/D,2.164692288,1,1,15.15284602,5.2879568,9.869743559,7.912315839,1.130330834,3,15.15284602,5,,0
485,Triton Polling & Research,497,2,no,no,1.640410492,C/D,1.728580475,1,1,17.28580475,5.127785687,12.1628734,10.86010492,1.086010492,2,17.28580475,14.90000153,,0
486,Opinion Research Associates,242,14,no,no,1.653558278,C/D,2.009217468,0.607142857,0.428571429,9.188911438,5.478451763,3.715314016,4.832690876,1.271366968,14,7.637391227,6.418745408,8.697426874,0
487,FM3 Research,91,10,no,no,1.729452429,C/D,1.894241514,0.65,0.5,9.126483917,5.686454395,3.444883862,6.079239315,1.294275834,10,8.897290039,7.523486524,7.502038208,0
488,TCJ Research,327,132,no,yes,1.732523497,F,-4.368320531,0.590909091,0.492424242,6.437300061,4.620029263,1.822125139,2.119417024,1.677473937,124,-5.583939398,-3.444773642,4.378142404,0
489,Humphrey Institute,143,12,no,no,1.941500368,C/D,0.55139079,0.5,0.5,13.25634193,6.551074581,6.710121694,7.1099455,1.505034654,8,3.786312103,3.082291673,5.487777585,0
490,Indiana University-Purdue University Fort Wayne,150,3,no,no,2.048179029,C/D,,0,1,23.41861343,9.746905585,13.67656219,13.57853073,1.505241393,0,,,,0
491,Nielson Brothers Polling,231,11,no,no,2.217821047,C/D,3.764006461,0.909090909,0.727272727,12.2624399,5.016595728,7.250698514,6.131094094,1.881964598,11,12.2624399,8.833333333,7.267102289,0
492,Jayhawk Consulting Services,157,2,no,no,2.793560295,C/D,2.970260142,0.5,1,37.61340332,5.822173433,31.79608423,28.0739917,2.21695064,2,37.61340332,10.89999771,,0
493,Fort Hays State University,101,6,no,no,2.925766982,C/D,-1.437339691,0.666666667,0.5,22.10050201,8.121156738,13.98419962,12.4084359,2.476527911,2,-18.73033142,-27.66666667,28.25,0
